,level_0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price,status,x% lower,estimate_profit,estimate_profit%,x%_lower,hypothesis
6380,6380,6123600090,2014-05-19,251200.0,4,1.5,1310,8250,1.0,0,0,3,7,1060.0,250,1953,0,98148,47.425,-122.332,1260,8255,365641.86199999996,Buy,10.285714285714286,114441.86199999996,45.6,31.3,H8
6381,6381,6121800060,2014-09-10,260000.0,3,1.5,1320,9750,1.0,0,0,3,7,1320.0,0,1954,0,98148,47.4267,-122.331,1530,9750,367315.464,Buy,7.14285714285714,107315.46399999998,41.3,29.2,H8
6382,6382,522049122,2015-04-02,195000.0,4,1.75,1320,7694,1.0,0,0,3,7,1320.0,0,1928,1972,98148,47.4297,-122.325,1620,8468,367315.464,Buy_SRP,30.35714285714286,172315.46399999998,88.4,46.9,H8
6383,6383,854000165,2015-01-07,285000.0,3,1.5,1400,7582,1.0,0,0,3,7,1400.0,0,1956,0,98148,47.4536,-122.33,1280,7872,380704.28,Not Buy,0.0,95704.28000000003,33.6,25.1,H8
6384,6384,6123000070,2014-07-09,310000.0,3,1.5,1460,9908,1.0,0,0,3,7,1460.0,0,1952,0,98148,47.4275,-122.331,1420,9582,390745.892,Not Buy,0.0,80745.89199999999,26.0,20.7,H8
6385,6385,7957600075,2015-04-06,202500.0,3,1.5,1510,9898,1.0,0,0,3,7,1110.0,400,1954,0,98148,47.4303,-122.334,1420,9250,399113.902,Buy_SRP,27.67857142857143,196613.902,97.1,49.3,H8
6386,6386,5071700020,2014-07-03,240000.0,3,1.75,1570,8750,1.0,0,0,3,7,1570.0,0,1960,0,98148,47.4425,-122.333,1890,8825,409155.51399999997,Buy,14.28571428571429,169155.51399999997,70.5,41.3,H8
6387,6387,6123000225,2014-06-25,260000.0,3,1.5,1580,8184,1.0,0,0,3,7,1140.0,440,1954,0,98148,47.4294,-122.331,1540,9476,410829.116,Buy,7.14285714285714,150829.11599999998,58.0,36.7,H8
6388,6388,2923049468,2014-09-12,280000.0,3,2.25,1610,10454,1.0,0,0,3,7,1610.0,0,1977,0,98148,47.4517,-122.331,1720,9583,415849.92199999996,Buy,0.0,135849.92199999996,48.5,32.7,H8
6389,6389,9558200080,2014-09-12,295000.0,3,2.5,1660,8125,1.0,0,0,3,7,1150.0,510,1999,0,98148,47.4373,-122.333,1250,8125,424217.932,Not Buy,0.0,129217.93199999997,43.8,30.5,H8
6390,6390,4438000075,2015-03-18,280500.0,3,1.5,1670,6988,1.0,0,0,3,7,1370.0,300,1953,0,98148,47.4283,-122.323,1090,7753,425891.534,Not Buy,0.0,145391.53399999999,51.8,34.1,H8
6391,6391,5245600120,2014-10-09,257500.0,3,1.0,1690,13825,1.0,0,0,3,7,1210.0,480,1955,0,98148,47.4256,-122.322,1190,9450,429238.738,Buy,8.03571428571429,171738.738,66.7,40.0,H8
6392,6392,9320990110,2015-04-09,340000.0,3,2.5,1720,4120,2.0,0,0,3,7,1720.0,0,1999,0,98148,47.4319,-122.328,1720,5544,434259.544,Not Buy,0.0,94259.544,27.7,21.7,H8
6393,6393,9320990140,2015-04-22,339950.0,3,2.5,1730,4286,2.0,0,0,3,7,1730.0,0,1999,0,98148,47.432,-122.329,1780,4343,435933.146,Not Buy,0.0,95983.14600000001,28.2,22.0,H8
6394,6394,9320990090,2015-04-21,348000.0,3,2.5,1730,4004,2.0,0,0,3,7,1730.0,0,1999,0,98148,47.4317,-122.328,1730,5523,435933.146,Not Buy,0.0,87933.14600000001,25.3,20.2,H8
6395,6395,6121000090,2014-06-16,295000.0,3,1.75,1770,8235,1.0,0,0,3,7,1030.0,740,1960,0,98148,47.4323,-122.328,1560,8918,442627.554,Not Buy,0.0,147627.554,50.0,33.4,H8
6396,6396,1214700090,2014-08-19,280000.0,3,2.0,1780,11342,1.0,0,0,3,7,1780.0,0,1964,0,98148,47.4617,-122.327,2140,8449,444301.15599999996,Buy,0.0,164301.15599999996,58.7,37.0,H8
6397,6397,7789900030,2014-07-25,319990.0,4,1.5,1890,10707,1.0,0,0,3,7,1890.0,0,1962,0,98148,47.428,-122.326,1610,8827,462710.778,Not Buy,0.0,142720.778,44.6,30.8,H8
6398,6398,2923049421,2014-07-02,250000.0,3,2.25,1920,7738,1.0,0,0,3,8,1520.0,400,1965,0,98148,47.4562,-122.33,2170,8452,467731.584,Buy,10.71428571428571,217731.58399999997,87.1,46.6,H8
6399,6399,6706000040,2015-04-23,330000.0,4,2.25,2000,10679,1.0,0,0,3,7,1350.0,650,1960,0,98148,47.4238,-122.329,1650,8875,481120.39999999997,Not Buy,0.0,151120.39999999997,45.8,31.4,H8
6400,6400,9320990120,2014-07-03,345000.0,4,2.5,2040,5523,2.0,0,0,3,7,2040.0,0,1999,0,98148,47.432,-122.328,1720,6646,487814.80799999996,Not Buy,0.0,142814.80799999996,41.4,29.3,H8
6401,6401,2923049399,2015-03-23,315000.0,3,2.25,2170,8480,1.0,0,0,3,8,2170.0,0,1965,0,98148,47.4562,-122.33,2080,8452,509571.63399999996,Not Buy,0.0,194571.63399999996,61.8,38.2,H8
6402,6402,6121800050,2014-10-29,195000.0,4,1.5,2170,9948,2.0,0,0,3,7,2170.0,0,1952,0,98148,47.4263,-122.331,1500,9750,509571.63399999996,Buy_SRP,30.35714285714286,314571.63399999996,161.3,61.7,H8
6403,6403,8091800140,2014-06-10,375000.0,4,2.5,2210,9427,2.0,0,0,3,7,2210.0,0,1999,0,98148,47.4323,-122.327,1770,8770,516266.04199999996,Not Buy,0.0,141266.04199999996,37.7,27.4,H8
6404,6404,2923049393,2014-08-13,278000.0,4,2.25,2400,7738,1.5,0,0,3,8,2400.0,0,1964,0,98148,47.4562,-122.33,2170,8452,548064.48,Buy,0.7142857142857117,270064.48,97.1,49.3,H8
6405,6405,7250000065,2014-08-25,338000.0,3,2.0,2440,23512,1.0,0,0,3,6,1640.0,800,1933,0,98148,47.4594,-122.326,1630,19613,554758.888,Not Buy,0.0,216758.88800000004,64.1,39.1,H8
6406,6406,3223049131,2014-10-30,270000.0,4,2.5,2490,11650,1.0,0,0,3,7,1390.0,1100,1990,0,98148,47.4416,-122.332,2010,10495,563126.898,Buy,3.57142857142857,293126.89800000004,108.6,52.1,H8
6407,6407,522049074,2014-06-27,459000.0,4,3.0,2530,10000,2.0,0,0,3,7,2530.0,0,2013,0,98148,47.431,-122.335,1420,9898,569821.306,Not Buy,0.0,110821.30599999998,24.1,19.4,H8
6408,6408,2023049372,2014-11-07,339950.0,4,2.25,2670,9040,1.0,0,0,3,8,2170.0,500,1955,0,98148,47.4666,-122.326,1880,2648,593251.7339999999,Not Buy,0.0,253301.73399999994,74.5,42.7,H8
6409,6409,9323000010,2015-04-16,415000.0,4,2.5,2670,8279,2.0,0,0,3,7,2670.0,0,1999,0,98148,47.4292,-122.328,2290,7504,593251.7339999999,Not Buy,0.0,178251.73399999994,43.0,30.0,H8
6410,6410,9325200120,2014-09-09,600600.0,4,3.5,3110,6829,2.0,0,0,3,8,3110.0,0,2014,0,98148,47.4349,-122.328,2910,7425,666890.222,Not Buy,0.0,66290.22199999995,11.0,9.9,H8
6411,6411,9325200110,2014-09-09,569950.0,5,4.25,3380,7805,2.0,0,0,3,8,3380.0,0,2014,0,98148,47.4349,-122.328,2790,7805,712077.476,Not Buy,0.0,142127.47600000002,24.9,20.0,H8
6412,6412,1049010620,2014-05-13,90000.0,2,1.0,790,2640,1.0,0,0,3,7,790.0,0,1973,0,98034,47.7351,-122.178,1310,2064,278614.55799999996,Buy_SRP,79.54545454545455,188614.55799999996,209.6,67.7,H8
6413,6413,8835200790,2015-04-06,280000.0,2,1.0,870,4025,1.0,0,0,3,7,870.0,0,1981,0,98034,47.7243,-122.161,1370,3488,292003.37399999995,Buy_SRP,36.36363636363637,12003.373999999953,4.3,4.1,H8
6414,6414,8835200800,2015-04-08,281000.0,2,1.0,930,2600,1.0,0,0,3,7,930.0,0,1981,0,98034,47.7242,-122.161,1370,3488,302044.98600000003,Buy_SRP,36.13636363636363,21044.986000000034,7.5,7.0,H8
6415,6415,1138000410,2014-09-15,307500.0,3,1.0,980,6530,1.0,0,0,3,7,980.0,0,1969,0,98034,47.7133,-122.213,1220,6723,310412.996,Buy_SRP,30.113636363636363,2912.9959999999846,0.9,0.9,H8
6416,6416,8143000600,2014-09-18,310000.0,3,1.0,990,7050,1.0,0,0,3,7,990.0,0,1967,0,98034,47.7274,-122.202,1200,8125,312086.598,Buy_SRP,29.54545454545454,2086.597999999998,0.7,0.7,H8
6417,6417,3211600650,2014-07-22,275000.0,3,1.0,1000,8018,1.0,0,0,3,7,1000.0,0,1969,0,98034,47.7285,-122.198,1270,8000,313760.19999999995,Buy_SRP,37.5,38760.19999999995,14.1,12.4,H8
6418,6418,5104500020,2014-06-17,250000.0,2,1.5,1088,1360,2.0,0,0,3,7,1088.0,0,1983,0,98034,47.7094,-122.213,1098,1469,328487.8976,Buy_SRP,43.18181818181818,78487.89760000003,31.4,23.9,H8
6419,6419,3057000400,2014-07-08,249000.0,2,1.5,1090,2686,2.0,0,0,3,7,1090.0,0,1982,0,98034,47.717,-122.19,1160,2158,328822.618,Buy_SRP,43.40909090909091,79822.61800000002,32.1,24.3,H8
6420,6420,3374300070,2014-06-23,334000.0,4,1.5,1150,9360,1.5,0,0,3,6,1150.0,0,1970,0,98034,47.7197,-122.173,1480,8155,338864.23,Buy,24.090909090909097,4864.229999999981,1.5,1.4,H8
6421,6421,5145100180,2014-09-17,325000.0,3,1.0,1150,7486,1.0,0,0,3,7,1150.0,0,1970,0,98034,47.7261,-122.219,1510,7486,338864.23,Buy,26.136363636363637,13864.229999999981,4.3,4.1,H8
6422,6422,8835210130,2014-08-08,300000.0,2,1.5,1150,3927,2.0,0,0,3,7,1150.0,0,1982,0,98034,47.7248,-122.162,1400,3425,338864.23,Buy_SRP,31.818181818181824,38864.22999999998,13.0,11.5,H8
6423,6423,8835220200,2015-02-02,299000.0,2,1.5,1160,3838,2.0,0,0,3,7,1160.0,0,1983,0,98034,47.7255,-122.164,1410,3780,340537.832,Buy_SRP,32.04545454545455,41537.831999999995,13.9,12.2,H8
6424,6424,3755000310,2014-12-17,325000.0,3,1.0,1160,11799,1.0,0,0,3,7,1160.0,0,1966,0,98034,47.7263,-122.229,1220,10500,340537.832,Buy,26.136363636363637,15537.831999999995,4.8,4.6,H8
6425,6425,3057000070,2014-10-27,289000.0,2,1.5,1160,2158,2.0,0,0,3,7,1160.0,0,1982,0,98034,47.7178,-122.19,1150,2158,340537.832,Buy_SRP,34.31818181818181,51537.831999999995,17.8,15.1,H8
6426,6426,6675500105,2014-07-29,306000.0,3,2.0,1160,7217,1.0,0,0,3,7,1160.0,0,1969,0,98034,47.7279,-122.227,1870,9104,340537.832,Buy_SRP,30.454545454545457,34537.831999999995,11.3,10.1,H8
6427,6427,1049000740,2014-11-20,229950.0,2,1.5,1160,1848,2.0,0,0,3,7,1160.0,0,1972,0,98034,47.7366,-122.176,1160,1566,340537.832,Buy_SRP,47.73863636363637,110587.832,48.1,32.5,H8
6428,6428,3764800250,2015-01-05,330000.0,4,2.0,1180,7275,1.0,0,0,3,7,1180.0,0,1965,0,98034,47.7301,-122.2,1210,7275,343885.03599999996,Buy,25.0,13885.035999999964,4.2,4.0,H8
6429,6429,7941130110,2014-12-01,342000.0,3,2.25,1200,2845,2.0,0,0,3,7,1200.0,0,1986,0,98034,47.7151,-122.203,1220,2140,347232.24,Buy,22.272727272727277,5232.239999999991,1.5,1.5,H8
6430,6430,3762900020,2014-06-24,342500.0,2,1.75,1210,7507,1.0,0,0,3,7,1210.0,0,1982,0,98034,47.7078,-122.234,1840,7500,348905.842,Buy,22.159090909090907,6405.842000000004,1.9,1.8,H8
6431,6431,7941130140,2015-02-17,319000.0,3,2.25,1220,2980,2.0,0,0,3,7,1220.0,0,1986,0,98034,47.7151,-122.203,1220,2140,350579.444,Buy_SRP,27.500000000000004,31579.444000000018,9.9,9.0,H8
6432,6432,3764800540,2014-05-22,348580.0,3,1.0,1220,7876,1.0,0,0,3,7,1220.0,0,1966,0,98034,47.7317,-122.201,1340,7876,350579.444,Buy,20.777272727272724,1999.4440000000177,0.6,0.6,H8
6433,6433,3581000340,2015-02-27,340000.0,4,1.0,1230,8316,1.5,0,0,3,7,1230.0,0,1963,0,98034,47.7269,-122.24,1490,8316,352253.046,Buy,22.72727272727273,12253.045999999973,3.6,3.5,H8
6434,6434,2126059048,2015-04-02,294000.0,3,1.0,1250,9427,1.0,0,0,3,6,1250.0,0,1931,0,98034,47.7254,-122.175,1590,8250,355600.25,Buy_SRP,33.18181818181818,61600.25,21.0,17.3,H8
6435,6435,3205500020,2015-04-08,352000.0,3,1.75,1260,7200,1.0,0,0,3,7,1260.0,0,1971,0,98034,47.7189,-122.178,1460,7200,357273.85199999996,Buy,19.999999999999996,5273.851999999955,1.5,1.5,H8
6436,6436,4326000220,2014-10-20,321000.0,3,1.0,1290,9526,1.5,0,0,3,7,1290.0,0,1961,0,98034,47.7111,-122.213,1290,9508,362294.658,Buy_SRP,27.04545454545455,41294.657999999996,12.9,11.4,H8
6437,6437,9477001350,2014-07-22,360000.0,3,1.75,1300,7770,1.0,0,0,3,7,1300.0,0,1967,0,98034,47.7347,-122.192,1520,7600,363968.26,Buy,18.181818181818176,3968.2600000000093,1.1,1.1,H8
6438,6438,3580900090,2014-09-02,300000.0,3,2.0,1310,9855,1.0,0,0,3,7,1310.0,0,1962,0,98034,47.7296,-122.241,1310,8370,365641.86199999996,Buy_SRP,31.818181818181824,65641.86199999996,21.9,18.0,H8
6439,6439,3755100220,2014-08-19,300000.0,3,1.75,1310,9761,1.0,0,0,3,7,1310.0,0,1967,0,98034,47.721,-122.228,1490,9600,365641.86199999996,Buy_SRP,31.818181818181824,65641.86199999996,21.9,18.0,H8
6440,6440,3580900160,2014-10-10,311000.0,3,1.0,1310,8370,1.5,0,0,3,7,1310.0,0,1962,0,98034,47.7284,-122.241,1310,8370,365641.86199999996,Buy_SRP,29.31818181818182,54641.861999999965,17.6,14.9,H8
6441,6441,3764800630,2014-08-25,290000.0,3,1.5,1310,8100,1.0,0,0,3,7,1310.0,0,1965,0,98034,47.7328,-122.201,1330,8100,365641.86199999996,Buy_SRP,34.09090909090909,75641.86199999996,26.1,20.7,H8
6442,6442,3755000090,2014-10-06,350000.0,3,1.75,1320,10500,1.0,0,0,3,7,1320.0,0,1966,0,98034,47.7267,-122.226,1310,10500,367315.464,Buy,20.45454545454546,17315.463999999978,4.9,4.7,H8
6443,6443,9477100620,2015-02-19,245000.0,3,1.5,1330,7125,2.0,0,0,3,7,1330.0,0,1968,0,98034,47.7308,-122.194,1570,7350,368989.066,Buy_SRP,44.31818181818182,123989.06599999999,50.6,33.6,H8
6444,6444,5647000060,2014-12-11,344950.0,3,2.0,1330,7419,1.0,0,0,3,7,1330.0,0,1985,0,98034,47.7322,-122.236,1330,7297,368989.066,Buy,21.60227272727273,24039.06599999999,7.0,6.5,H8
6445,6445,1727500010,2015-01-07,354000.0,3,1.75,1340,6300,1.0,0,0,3,7,1340.0,0,1972,0,98034,47.7186,-122.218,1780,7200,370662.66799999995,Buy,19.545454545454543,16662.667999999947,4.7,4.5,H8
6446,6446,9477100170,2014-07-21,375000.0,3,1.5,1370,9720,2.0,0,0,3,7,1370.0,0,1968,0,98034,47.7302,-122.197,1510,8775,375683.474,Buy,14.77272727272727,683.4739999999874,0.2,0.2,H8
6447,6447,9542900190,2014-05-16,370000.0,4,1.5,1370,9957,1.0,0,0,3,7,900.0,470,1972,0,98034,47.7237,-122.181,1510,8088,375683.474,Buy,15.909090909090907,5683.473999999987,1.5,1.5,H8
6448,6448,3840700593,2015-04-06,345000.0,3,1.75,1380,10529,1.0,0,0,3,7,1380.0,0,1967,0,98034,47.7119,-122.233,1670,5694,377357.076,Buy,21.590909090909093,32357.076,9.4,8.6,H8
6449,6449,3764800510,2014-07-23,335000.0,3,1.75,1400,7920,1.0,0,0,3,7,1400.0,0,1965,0,98034,47.7312,-122.202,1310,7876,380704.28,Buy,23.863636363636363,45704.28000000003,13.6,12.0,H8
6450,6450,1395500020,2014-11-07,279900.0,3,1.0,1400,10800,1.0,0,0,3,6,1400.0,0,1962,0,98034,47.719,-122.202,1430,10000,380704.28,Buy_SRP,36.38636363636364,100804.28000000003,36.0,26.5,H8
6451,6451,2558640340,2014-05-27,375000.0,3,1.75,1440,8775,1.0,0,0,3,7,1440.0,0,1973,0,98034,47.7231,-122.17,1790,7865,387398.68799999997,Buy,14.77272727272727,12398.687999999966,3.3,3.2,H8
6452,6452,1138000450,2014-10-16,355000.0,4,1.0,1440,7215,1.5,0,0,3,7,1440.0,0,1969,0,98034,47.7133,-122.212,1150,7215,387398.68799999997,Buy,19.318181818181824,32398.687999999966,9.1,8.4,H8
6453,6453,3580900290,2015-01-28,360000.0,4,2.0,1450,8940,1.0,0,0,3,7,1450.0,0,1962,0,98034,47.7304,-122.24,1310,8914,389072.29,Buy,18.181818181818176,29072.28999999998,8.1,7.5,H8
6454,6454,7955000210,2014-07-09,306000.0,3,1.0,1450,7200,1.0,0,0,3,7,1010.0,440,1969,0,98034,47.7311,-122.199,1500,6767,389072.29,Buy_SRP,30.454545454545457,83072.28999999998,27.1,21.4,H8
6455,6455,2558600130,2014-10-23,379000.0,3,2.5,1500,7420,1.0,0,0,3,7,1000.0,500,1972,0,98034,47.7236,-122.174,1840,7272,397440.3,Buy,13.863636363636367,18440.29999999999,4.9,4.6,H8
6456,6456,3585210200,2014-06-02,366000.0,3,1.75,1510,8301,1.0,0,0,3,7,1510.0,0,1967,0,98034,47.7243,-122.222,1460,7910,399113.902,Buy,16.81818181818182,33113.902,9.0,8.3,H8
6457,6457,1727500340,2014-06-14,397500.0,3,2.0,1510,6710,1.0,0,0,3,7,1070.0,440,1972,0,98034,47.7193,-122.216,1660,6600,399113.902,Buy,9.659090909090907,1613.9020000000019,0.4,0.4,H8
6458,6458,2558660270,2014-12-08,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180.0,400,1976,0,98034,47.7209,-122.168,1640,7500,410829.116,Buy,15.909090909090907,40829.11599999998,11.0,9.9,H8
6459,6459,9477201150,2014-12-02,357000.0,3,1.5,1590,6750,1.0,0,0,3,7,1080.0,510,1976,0,98034,47.73,-122.191,1590,7400,412502.718,Buy,18.86363636363636,55502.71799999999,15.5,13.5,H8
6460,6460,8564600080,2014-11-06,395000.0,3,2.0,1590,10229,1.0,0,0,3,7,1590.0,0,1966,0,98034,47.7239,-122.227,1320,10222,412502.718,Buy,10.22727272727273,17502.717999999993,4.4,4.2,H8
6461,6461,3876100310,2014-07-11,405000.0,3,1.5,1600,7500,1.0,0,0,3,7,1600.0,0,1966,0,98034,47.721,-122.182,1700,7500,414176.32,Buy,7.954545454545459,9176.320000000007,2.3,2.2,H8
6462,6462,1112700010,2014-06-19,390000.0,3,2.25,1600,10240,1.0,0,0,3,7,1090.0,510,1979,0,98034,47.7281,-122.232,1520,9394,414176.32,Buy,11.363636363636365,24176.320000000007,6.2,5.8,H8
6463,6463,3876100080,2014-12-15,325000.0,3,1.0,1600,7500,1.0,0,0,3,7,1600.0,0,1966,0,98034,47.7198,-122.182,2050,7200,414176.32,Buy,26.136363636363637,89176.32,27.4,21.5,H8
6464,6464,3876300600,2014-12-12,371000.0,4,1.75,1610,11305,1.0,0,0,3,7,1610.0,0,1968,0,98034,47.727,-122.176,1870,11850,415849.92199999996,Buy,15.681818181818185,44849.92199999996,12.1,10.8,H8
6465,6465,6076500364,2014-09-10,375000.0,3,1.5,1630,16170,1.0,0,0,3,7,1630.0,0,1988,0,98034,47.7104,-122.235,1630,9931,419197.126,Buy,14.77272727272727,44197.12599999999,11.8,10.5,H8
6466,6466,9477000280,2014-08-07,412500.0,4,2.25,1630,7969,1.0,0,0,3,7,1100.0,530,1977,0,98034,47.7336,-122.19,1580,7440,419197.126,Buy,6.25,6697.125999999989,1.6,1.6,H8
6467,6467,8143100500,2014-12-13,410000.0,3,1.75,1640,17583,1.0,0,0,3,7,1110.0,530,1969,0,98034,47.726,-122.203,1420,11680,420870.728,Buy,6.818181818181824,10870.728000000003,2.7,2.6,H8
6468,6468,8663370060,2014-10-09,349000.0,3,2.25,1640,7261,2.0,0,0,3,7,1640.0,0,1989,0,98034,47.7192,-122.176,1640,6789,420870.728,Buy,20.68181818181818,71870.728,20.6,17.1,H8
6469,6469,1727500230,2014-11-19,415000.0,3,1.75,1640,6435,1.0,0,0,3,7,1190.0,450,1972,0,98034,47.7197,-122.217,1770,6930,420870.728,Buy,5.681818181818176,5870.728000000003,1.4,1.4,H8
6470,6470,3840700455,2014-05-23,410000.0,3,2.0,1650,9641,1.5,0,0,3,7,1650.0,0,1983,0,98034,47.7145,-122.231,1940,6701,422544.32999999996,Buy,6.818181818181824,12544.329999999958,3.1,3.0,H8
6471,6471,9477200200,2014-08-18,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220.0,430,1977,0,98034,47.726,-122.191,1540,8400,422544.32999999996,Buy_SRP,30.681818181818176,117544.32999999996,38.5,27.8,H8
6472,6472,8663280080,2014-12-23,405000.0,3,2.0,1660,8174,1.0,0,0,3,7,830.0,830,1981,0,98034,47.7103,-122.199,1610,9318,424217.932,Buy,7.954545454545459,19217.93199999997,4.7,4.5,H8
6473,6473,3760000020,2014-10-22,360000.0,3,1.0,1660,9600,1.0,0,0,3,7,1660.0,0,1963,0,98034,47.708,-122.216,2020,9600,424217.932,Buy,18.181818181818176,64217.93199999997,17.8,15.1,H8
6474,6474,2426049154,2015-03-05,412500.0,3,1.75,1660,10716,1.0,0,0,3,7,1100.0,560,1988,0,98034,47.7326,-122.234,1630,7626,424217.932,Buy,6.25,11717.931999999972,2.8,2.8,H8
6475,6475,6647200060,2015-02-09,405000.0,3,1.75,1670,6720,1.0,0,0,3,7,1140.0,530,1980,0,98034,47.7198,-122.193,1670,7320,425891.534,Buy,7.954545454545459,20891.533999999985,5.2,4.9,H8
6476,6476,3754700050,2014-06-18,424000.0,3,2.0,1670,7700,1.0,0,0,3,7,1170.0,500,1972,0,98034,47.725,-122.2,1500,7875,425891.534,Buy,3.6363636363636376,1891.533999999985,0.4,0.4,H8
6477,6477,3876200350,2014-08-14,423000.0,4,1.75,1700,9000,1.0,0,0,3,7,1700.0,0,1967,0,98034,47.7308,-122.18,1930,7818,430912.33999999997,Buy,3.863636363636369,7912.339999999967,1.9,1.8,H8
6478,6478,8835200610,2014-10-28,372000.0,3,2.5,1710,5633,2.0,0,0,3,7,1710.0,0,1981,0,98034,47.7232,-122.161,1540,5000,432585.942,Buy,15.454545454545453,60585.94199999998,16.3,14.0,H8
6479,6479,3211200140,2014-07-10,350000.0,4,2.0,1720,7210,1.0,0,0,3,7,860.0,860,1971,0,98034,47.7307,-122.239,1250,7210,434259.544,Buy,20.45454545454546,84259.544,24.1,19.4,H8
6480,6480,5649000150,2014-06-10,385000.0,4,1.75,1720,8750,1.0,0,0,3,7,860.0,860,1971,0,98034,47.726,-122.21,1790,8750,434259.544,Buy,12.5,49259.543999999994,12.8,11.3,H8
6481,6481,3574801310,2014-12-16,434000.0,3,2.25,1750,9353,1.0,0,0,3,7,1210.0,540,1987,0,98034,47.7305,-122.225,1930,8545,439280.35,Buy,1.3636363636363669,5280.349999999977,1.2,1.2,H8
6482,6482,3275740030,2014-05-07,420000.0,3,2.25,1770,8165,2.0,0,0,3,7,1770.0,0,1977,0,98034,47.7166,-122.236,1650,8165,442627.554,Buy,4.545454545454541,22627.554000000004,5.4,5.1,H8
6483,6483,3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780.0,0,1962,0,98034,47.7171,-122.193,1200,9660,444301.15599999996,Buy,0.4545454545454519,6301.155999999959,1.4,1.4,H8
6484,6484,3574801510,2014-08-13,442573.0,3,1.75,1780,7567,1.0,0,0,3,7,1290.0,490,1980,0,98034,47.7314,-122.225,1910,8645,444301.15599999996,Not Buy,0.0,1728.155999999959,0.4,0.4,H8
6485,6485,3574801740,2014-07-28,402200.0,3,1.75,1790,6980,1.0,0,0,3,7,1330.0,460,1980,0,98034,47.7311,-122.226,1770,8081,445974.758,Buy,8.590909090909093,43774.75799999997,10.9,9.8,H8
6486,6486,2297400020,2014-09-02,392000.0,3,2.25,1790,7125,1.0,0,0,3,7,1220.0,570,1974,0,98034,47.7184,-122.226,2040,7950,445974.758,Buy,10.909090909090914,53974.75799999997,13.8,12.1,H8
6487,6487,8663260030,2014-11-18,416000.0,3,2.5,1800,5372,2.0,0,0,3,8,1800.0,0,1987,0,98034,47.7188,-122.177,1650,6014,447648.36,Buy,5.454545454545457,31648.359999999986,7.6,7.1,H8
6488,6488,3578110020,2014-10-01,436000.0,3,2.25,1800,6680,2.0,0,0,3,8,1800.0,0,1983,0,98034,47.7293,-122.223,1630,8621,447648.36,Buy,0.9090909090909038,11648.359999999986,2.7,2.6,H8
6489,6489,3876001330,2015-04-24,430000.0,4,1.5,1810,7200,1.0,0,0,3,7,1810.0,0,1966,0,98034,47.7207,-122.186,2060,7200,449321.962,Buy,2.2727272727272707,19321.962,4.5,4.3,H8
6490,6490,2558630060,2014-05-30,425000.0,3,2.25,1820,8058,1.0,0,0,3,7,1260.0,560,1974,0,98034,47.7241,-122.168,1850,7384,450995.564,Buy,3.409090909090906,25995.564000000013,6.1,5.8,H8
6491,6491,3764390100,2014-07-22,434000.0,3,2.75,1830,3200,2.0,0,0,3,8,1830.0,0,1991,0,98034,47.7155,-122.218,2030,3331,452669.16599999997,Buy,1.3636363636363669,18669.16599999997,4.3,4.1,H8
6492,6492,9527000040,2014-10-02,429950.0,3,1.75,1830,9758,1.0,0,0,3,8,1300.0,530,1977,0,98034,47.7107,-122.23,1850,8000,452669.16599999997,Buy,2.284090909090908,22719.16599999997,5.3,5.0,H8
6493,6493,8651720060,2015-02-02,431000.0,3,2.25,1830,8831,1.0,0,0,3,7,1460.0,370,1979,0,98034,47.7286,-122.215,2330,8064,452669.16599999997,Buy,2.0454545454545503,21669.16599999997,5.0,4.8,H8
6494,6494,9527000490,2014-07-30,432100.0,3,1.75,1840,7350,1.0,0,0,3,8,1310.0,530,1976,0,98034,47.7089,-122.23,1860,7000,454342.768,Buy,1.7954545454545445,22242.767999999982,5.1,4.9,H8
6495,6495,1926059155,2015-01-30,257000.0,3,1.75,1850,10920,1.5,0,0,3,6,1850.0,0,1915,0,98034,47.7244,-122.222,1510,7871,456016.37,Buy_SRP,41.590909090909086,199016.37,77.4,43.6,H8
6496,6496,2426049078,2014-07-16,443000.0,4,1.5,1860,12197,1.0,0,0,3,7,1860.0,0,1964,0,98034,47.729,-122.235,1510,11761,457689.972,Not Buy,0.0,14689.972000000009,3.3,3.2,H8
6497,6497,1015500300,2014-05-15,455000.0,3,2.5,1870,7344,1.0,0,0,3,8,1470.0,400,1980,0,98034,47.7265,-122.206,1930,7344,459363.57399999996,Not Buy,0.0,4363.573999999964,1.0,0.9,H8
6498,6498,7905380380,2014-12-09,348500.0,4,1.75,1870,7575,1.0,0,0,3,7,1480.0,390,1972,0,98034,47.7205,-122.218,1670,7575,459363.57399999996,Buy,20.79545454545455,110863.57399999996,31.8,24.1,H8
6499,6499,7424110130,2014-05-15,423000.0,4,1.75,1880,7303,1.0,0,0,3,7,1010.0,870,1976,0,98034,47.7129,-122.203,1710,7200,461037.176,Buy,3.863636363636369,38037.17599999998,9.0,8.3,H8
