,level_0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price,status,x% lower,estimate_profit,estimate_profit%,x%_lower,hypothesis
251,251,3575305452,2014-07-17,635000.0,4,2.25,2240,5000,2.0,0,0,3,8,2240.0,0,2013,0,98074,47.6212,-122.058,1760,7500,645000.0,Buy,1.5503875968992276,10000.0,1.6,1.6,H9
252,252,7299601630,2014-11-08,310000.0,3,2.5,2242,5744,2.0,0,0,3,8,2242.0,0,2012,0,98092,47.2597,-122.199,2009,5712,327000.0,Buy,5.198776758409784,17000.0,5.5,5.2,H9
253,253,7299600130,2014-07-02,309780.0,3,2.5,2242,4500,2.0,0,0,3,8,2242.0,0,2014,0,98092,47.2583,-122.198,2009,4500,327000.0,Buy,5.266055045871565,17220.0,5.6,5.3,H9
254,254,3094000210,2015-01-05,269950.0,3,2.5,2244,4079,2.0,0,0,3,7,2244.0,0,2012,0,98001,47.2606,-122.254,2077,4078,274900.0,Buy,1.8006547835576536,4950.0,1.8,1.8,H9
255,255,1085621740,2014-08-14,306000.0,4,2.5,2267,3577,2.0,0,0,3,7,2267.0,0,2014,0,98092,47.3384,-122.18,2056,3577,327000.0,Buy,6.422018348623848,21000.0,6.9,6.4,H9
256,256,9542840060,2015-03-05,340000.0,4,2.5,2320,4142,2.0,0,0,3,7,2320.0,0,2010,0,98038,47.3662,-122.019,2150,4140,350000.0,Buy,2.857142857142858,10000.0,2.9,2.9,H9
257,257,7436700090,2014-05-29,449950.0,4,2.75,2320,4344,2.0,0,0,3,8,2320.0,0,2012,0,98059,47.4862,-122.163,2310,3770,494995.0,Buy,9.100091920120402,45045.0,10.0,9.1,H9
258,258,1442880340,2014-06-03,427874.0,3,3.0,2340,5002,2.0,0,0,3,8,2340.0,0,2013,0,98045,47.4831,-121.773,2790,5375,437250.0,Buy,2.1443110348770777,9376.0,2.2,2.1,H9
259,259,1438000390,2014-08-04,469995.0,4,2.5,2350,3800,2.0,0,0,3,8,2350.0,0,2014,0,98059,47.4783,-122.123,2670,4180,494995.0,Buy,5.050556066222889,25000.0,5.3,5.1,H9
260,260,1438000430,2014-10-06,459995.0,4,2.5,2350,3760,2.0,0,0,3,8,2350.0,0,2014,0,98059,47.4786,-122.123,2590,4136,494995.0,Buy,7.070778492712049,35000.0,7.6,7.1,H9
261,261,7207900030,2014-06-09,400000.0,4,3.5,2370,3692,2.5,0,0,3,8,2370.0,0,2013,0,98056,47.5044,-122.17,2520,5425,449999.5,Buy,11.111012345569272,49999.5,12.5,11.1,H9
262,262,7853360720,2014-09-08,485000.0,3,2.5,2430,5867,2.0,0,0,3,7,2430.0,0,2011,0,98065,47.5162,-121.872,2620,5866,515000.0,Buy,5.825242718446599,30000.0,6.2,5.8,H9
263,263,1776230180,2014-10-08,427500.0,4,2.5,2430,3249,2.0,0,0,3,8,2430.0,0,2010,0,98059,47.5048,-122.155,2650,3844,494995.0,Buy,13.635491267588563,67495.0,15.8,13.6,H9
264,264,1776230220,2014-06-26,414000.0,3,2.5,2490,4540,2.5,0,0,3,8,2490.0,0,2012,0,98059,47.5051,-122.155,2640,3844,494995.0,Buy,16.36279154334892,80995.0,19.6,16.4,H9
265,265,4187000250,2015-04-13,475000.0,4,2.5,2500,4500,2.0,0,0,3,7,2500.0,0,2010,0,98059,47.4928,-122.149,2230,4500,494995.0,Buy,4.039434741765069,19995.0,4.2,4.0,H9
266,266,3782760080,2014-07-18,410000.0,4,2.25,2510,4090,2.0,0,0,3,8,1840.0,670,2012,0,98019,47.7345,-121.967,2070,4090,414500.0,Buy,1.0856453558504175,4500.0,1.1,1.1,H9
267,267,7708200670,2014-07-23,490000.0,4,2.5,2510,4349,2.0,0,0,3,8,2510.0,0,2010,0,98059,47.4927,-122.147,2510,4314,494995.0,Buy,1.009101102031329,4995.0,1.0,1.0,H9
268,268,7570050450,2014-09-10,347500.0,3,2.5,2540,4760,2.0,0,0,3,8,2540.0,0,2010,0,98038,47.3452,-122.022,2540,4571,350000.0,Buy,0.7142857142857117,2500.0,0.7,0.7,H9
269,269,3655500030,2015-04-03,719000.0,3,3.5,2540,10578,2.0,0,1,3,9,2010.0,530,2014,0,98006,47.547,-122.192,3240,9831,796500.0,Buy,9.730069052102952,77500.0,10.8,9.7,H9
270,270,2140950160,2015-02-22,390000.0,4,2.5,2610,7227,2.0,0,0,3,9,2610.0,0,2011,0,98010,47.314,-122.023,2630,7421,460000.0,Buy,15.217391304347828,70000.0,17.9,15.2,H9
271,271,8141310180,2014-11-18,277500.0,3,2.5,2620,4558,2.0,0,3,3,7,2620.0,0,2010,0,98022,47.1944,-121.974,1670,4558,289500.0,Buy,4.145077720207258,12000.0,4.3,4.1,H9
272,272,3449850050,2014-06-20,420000.0,5,3.0,2630,3149,2.0,0,0,3,8,1670.0,960,2013,0,98056,47.5065,-122.171,2240,4825,449999.5,Buy,6.666562962847733,29999.5,7.1,6.7,H9
273,273,53500760,2014-12-08,287000.0,4,2.5,2660,4082,2.0,0,0,3,7,2660.0,0,2010,0,98042,47.3414,-122.055,2390,4876,309000.0,Buy,7.119741100323629,22000.0,7.7,7.1,H9
274,274,1421069208,2014-12-23,379000.0,3,3.25,2660,17852,2.5,0,0,3,8,2660.0,0,2014,0,98010,47.3077,-122.011,1320,11876,460000.0,Buy,17.60869565217391,81000.0,21.4,17.6,H9
275,275,5045700090,2015-01-06,480000.0,5,2.75,2670,4780,2.0,0,0,3,8,2670.0,0,2013,0,98059,47.4866,-122.155,2560,5380,494995.0,Buy,3.029323528520489,14995.0,3.1,3.0,H9
276,276,4233800020,2014-10-08,270000.0,4,2.5,2701,5821,2.0,0,0,3,7,2701.0,0,2013,0,98092,47.2873,-122.177,2566,5843,327000.0,Buy,17.431192660550455,57000.0,21.1,17.4,H9
277,277,7207900050,2014-08-08,424950.0,5,3.5,2760,3846,2.5,0,0,3,8,2760.0,0,2013,0,98056,47.5047,-122.17,2760,4587,449999.5,Buy,5.566561740624154,25049.5,5.9,5.6,H9
278,278,7207900080,2014-08-08,424950.0,5,3.5,2760,3865,2.5,0,0,3,8,2760.0,0,2013,0,98056,47.5049,-122.17,2590,4587,449999.5,Buy,5.566561740624154,25049.5,5.9,5.6,H9
279,279,1137450120,2014-07-29,487500.0,4,2.5,2810,6296,2.0,0,0,3,9,2810.0,0,2013,0,98059,47.5019,-122.151,2850,6140,494995.0,Buy,1.5141567086536245,7495.0,1.5,1.5,H9
280,280,2346200050,2014-10-17,760369.0,5,2.5,2870,4712,2.0,0,0,3,9,2870.0,0,2014,0,98006,47.5463,-122.182,2870,6768,796500.0,Buy,4.536220966729443,36131.0,4.8,4.5,H9
281,281,2140950130,2014-09-11,440000.0,4,2.5,2990,7928,2.0,0,0,3,9,2990.0,0,2011,0,98010,47.3139,-122.024,2810,7401,460000.0,Buy,4.347826086956519,20000.0,4.5,4.3,H9
282,282,9310300160,2014-08-28,357000.0,5,2.5,2990,9240,2.0,0,0,3,8,2990.0,0,2015,0,98133,47.7384,-122.348,1970,18110,358000.0,Buy,0.27932960893854997,1000.0,0.3,0.3,H9
283,283,642800130,2015-05-13,724500.0,3,3.25,3240,4185,2.0,0,0,3,8,2770.0,470,2011,0,98075,47.5794,-122.03,2660,4692,731000.0,Buy,0.8891928864569132,6500.0,0.9,0.9,H9
284,284,1832100030,2014-06-25,597326.0,4,4.0,3570,8250,2.0,0,0,3,10,2860.0,710,2015,0,98040,47.5784,-122.226,2230,10000,841000.0,Buy_SRP,28.974316290130798,243674.0,40.8,29.0,H9
285,285,6169901185,2014-05-20,490000.0,5,3.5,4460,2975,3.0,0,2,3,10,3280.0,1180,2015,0,98119,47.6313,-122.37,2490,4231,647475.0,Buy,24.3214023707479,157475.0,32.1,24.3,H9
